1.000000000000000222e+00,2.647828085393535980e-01,1.000000000000000222e+00,1.000000000000000222e+00,3.273026846301312909e-01,2.760858711592778514e-01,4.400778668191114851e-01,3.688429105159317656e-01,1.731167783903242996e-01,3.258752679561410237e-01,6.823230454059213690e-01,1.000000000000000222e+00,1.000000000000000222e+00,5.405899027195888440e-01,8.616404368553290949e-01,1.000000000000000222e+00,8.427009716003844852e-01,1.000000000000000222e+00,5.298129428260175411e-01,4.026936331284146076e-01,3.399554722426074704e-01,2.830883548674437700e-01,5.923488777590923959e-02,1.000000000000000222e+00,2.661759505825609384e-01,4.665093675316007160e-01,8.451542547285166573e-02,1.377369391590564374e-01,3.333593780521552641e-01,3.244428422615251439e-01,3.527378107513292615e-01,7.066652533375734901e-02
2.647828085393535980e-01,1.000000000000000000e+00,2.647828085393535980e-01,2.647828085393535980e-01,4.881674961223971265e-01,4.497551973966881778e-01,4.442086730835244079e-01,5.260415354637445473e-01,3.075198979533346200e-01,3.534414217205101294e-01,3.126935982006427972e-01,2.647828085393535980e-01,2.647828085393535980e-01,1.899343264807210885e-01,2.181191099943051992e-01,2.647828085393535980e-01,2.133246979304361524e-01,2.647828085393535980e-01,1.497276427809517974e-01,2.296567563460319705e-01,4.021661464847993694e-01,4.596260082852253737e-01,2.099293931611114494e-01,2.647828085393535980e-01,3.289358930851846163e-01,4.770326783653383584e-01,2.403508157021855551e-01,3.949074718717535681e-01,5.169397115667243581e-01,4.510111566686097473e-01,4.849558695454843082e-01,3.378825558401284401e-01
1.000000000000000222e+00,2.647828085393535980e-01,1.000000000000000222e+00,1.000000000000000222e+00,3.273026846301312909e-01,2.760858711592778514e-01,4.400778668191114851e-01,3.688429105159317656e-01,1.731167783903242996e-01,3.258752679561410237e-01,6.823230454059213690e-01,1.000000000000000222e+00,1.000000000000000222e+00,5.405899027195888440e-01,8.616404368553290949e-01,1.000000000000000222e+00,8.427009716003844852e-01,1.000000000000000222e+00,5.298129428260175411e-01,4.026936331284146076e-01,3.399554722426074704e-01,2.830883548674437700e-01,5.923488777590923959e-02,1.000000000000000222e+00,2.661759505825609384e-01,4.665093675316007160e-01,8.451542547285166573e-02,1.377369391590564374e-01,3.333593780521552641e-01,3.244428422615251439e-01,3.527378107513292615e-01,7.066652533375734901e-02
1.000000000000000222e+00,2.647828085393535980e-01,1.000000000000000222e+00,1.000000000000000222e+00,3.273026846301312909e-01,2.760858711592778514e-01,4.400778668191114851e-01,3.688429105159317656e-01,1.731167783903242996e-01,3.258752679561410237e-01,6.823230454059213690e-01,1.000000000000000222e+00,1.000000000000000222e+00,5.405899027195888440e-01,8.616404368553290949e-01,1.000000000000000222e+00,8.427009716003844852e-01,1.000000000000000222e+00,5.298129428260175411e-01,4.026936331284146076e-01,3.399554722426074704e-01,2.830883548674437700e-01,5.923488777590923959e-02,1.000000000000000222e+00,2.661759505825609384e-01,4.665093675316007160e-01,8.451542547285166573e-02,1.377369391590564374e-01,3.333593780521552641e-01,3.244428422615251439e-01,3.527378107513292615e-01,7.066652533375734901e-02
3.273026846301313464e-01,4.881674961223970710e-01,3.273026846301313464e-01,3.273026846301313464e-01,1.000000000000000000e+00,4.837298716073619720e-01,5.035057957670717732e-01,5.774250591879045436e-01,4.404150573184554829e-01,3.805817377019889425e-01,4.193222040608322598e-01,3.273026846301313464e-01,3.273026846301313464e-01,2.955644248554233355e-01,2.691982632518725160e-01,3.273026846301313464e-01,2.632810953295338097e-01,3.273026846301313464e-01,2.423787661393833059e-01,3.384933162345957758e-01,5.356406073251132050e-01,6.344500491287929922e-01,2.388216791751874013e-01,3.273026846301313464e-01,3.649296630949647735e-01,5.453378447613094204e-01,3.049120668230053677e-01,4.427397888318529984e-01,5.694767763938456406e-01,4.955580619790611596e-01,6.349861783620588396e-01,3.201311400961402986e-01
2.760858711592777959e-01,4.497551973966881778e-01,2.760858711592777959e-01,2.760858711592777959e-01,4.837298716073619720e-01,1.000000000000000000e+00,5.618443093965763691e-01,6.439359109542732718e-01,4.104600876123287723e-01,4.100535589726043151e-01,3.784315144426030897e-01,2.760858711592777959e-01,2.760858711592777959e-01,2.733844146273368692e-01,2.300443302846511273e-01,2.760858711592777959e-01,2.249877934577302618e-01,2.760858711592777959e-01,1.701840193505902432e-01,2.579900265996421527e-01,4.901042916080953771e-01,5.342138937657664455e-01,3.306426268299711979e-01,2.760858711592777959e-01,4.775232791885323236e-01,5.770865066642767438e-01,3.481330503553283773e-01,5.353252853439500747e-01,6.733216279723415187e-01,5.311283871226147868e-01,4.746523433464823194e-01,3.699401692240306683e-01
4.400778668191114851e-01,4.442086730835243524e-01,4.400778668191114851e-01,4.400778668191114851e-01,5.035057957670716622e-01,5.618443093965763691e-01,1.000000000000000000e+00,7.256293608948038987e-01,3.710872562955903065e-01,6.163893295071776190e-01,5.303678590868144971e-01,4.400778668191114851e-01,4.400778668191114851e-01,3.791557566203802576e-01,4.125241720463920236e-01,4.400778668191114851e-01,4.034565994382494081e-01,4.400778668191114851e-01,2.286751237364136602e-01,2.556008005511402059e-01,5.467743360906174299e-01,5.349449915246493603e-01,2.471443420282684322e-01,4.400778668191114851e-01,4.353692132158921146e-01,7.305331468902946934e-01,2.544527061785445410e-01,4.470506040649066537e-01,6.324497697234574556e-01,6.118493984635947625e-01,5.064944909016744212e-01,3.184634040046590009e-01
3.688429105159317656e-01,5.260415354637445473e-01,3.688429105159317656e-01,3.688429105159317656e-01,5.774250591879045436e-01,6.439359109542732718e-01,7.256293608948038987e-01,9.999999999999997780e-01,4.251271604372365287e-01,5.334138284688751952e-01,4.919337856641026741e-01,3.688429105159317656e-01,3.688429105159317656e-01,3.823490765805976910e-01,3.210003368684969938e-01,3.688429105159317656e-01,3.139445227877016853e-01,3.688429105159317656e-01,2.582683208216460802e-01,2.842154857190217765e-01,6.730401873891184161e-01,6.635601843145813028e-01,3.513453839122653299e-01,3.688429105159317656e-01,5.170729285776949347e-01,7.755343349482837212e-01,2.890234774969209774e-01,6.710260923102289166e-01,7.915040217250972621e-01,5.863753669554311321e-01,5.800800513095473177e-01,4.752960051361567739e-01
1.731167783903242718e-01,3.075198979533345645e-01,1.731167783903242718e-01,1.731167783903242718e-01,4.404150573184555384e-01,4.104600876123287723e-01,3.710872562955903620e-01,4.251271604372364732e-01,1.000000000000000000e+00,2.337171171176962159e-01,2.725882325588032118e-01,1.731167783903242718e-01,1.731167783903242718e-01,2.105666603755965149e-01,1.552527600922558593e-01,1.731167783903242718e-01,1.518401947927059403e-01,1.731167783903242718e-01,8.844381303255374749e-02,1.543645541292910928e-01,3.331687755513813021e-01,4.673200302329697520e-01,2.021611865329625002e-01,1.731167783903242718e-01,3.377477129037364523e-01,3.996897212461840709e-01,1.964739413031252879e-01,4.075697051294894790e-01,4.552399530459946830e-01,3.156022359831245350e-01,4.085528140299287680e-01,1.756389858835342432e-01
3.258752679561410792e-01,3.534414217205101294e-01,3.258752679561410792e-01,3.258752679561410792e-01,3.805817377019888870e-01,4.100535589726043151e-01,6.163893295071775080e-01,5.334138284688753062e-01,2.337171171176962159e-01,9.999999999999997780e-01,3.677363394590425494e-01,3.258752679561410792e-01,3.258752679561410792e-01,2.202060992539127682e-01,2.607310719390713016e-01,3.258752679561410792e-01,2.550000188609488072e-01,3.258752679561410792e-01,1.942345515488175800e-01,1.749705274666054078e-01,4.096397631866132705e-01,3.772427144816308253e-01,1.898146517755425755e-01,3.258752679561410792e-01,3.191593037950939959e-01,5.301006080392391961e-01,1.939379704118493197e-01,2.939388635229967517e-01,4.912274544071583149e-01,5.257026047321761153e-01,3.703897032565230396e-01,2.014991376883414897e-01
6.823230454059214800e-01,3.126935982006427972e-01,6.823230454059214800e-01,6.823230454059214800e-01,4.193222040608322598e-01,3.784315144426030342e-01,5.303678590868143861e-01,4.919337856641026741e-01,2.725882325588032118e-01,3.677363394590425494e-01,1.000000000000000000e+00,6.823230454059214800e-01,6.823230454059214800e-01,4.894447973656369522e-01,5.814564991516647519e-01,6.823230454059214800e-01,5.686756747011130209e-01,6.823230454059214800e-01,4.588314677411234888e-01,3.804468177070449708e-01,5.153732393179717430e-01,3.916219472750948616e-01,1.336880883020049315e-01,6.823230454059214800e-01,3.062788508068819970e-01,5.512406883824917392e-01,1.020259167173466486e-01,3.046170223184929138e-01,4.556830583935380097e-01,3.547673528718537916e-01,3.610217058924967692e-01,1.279615582848036837e-01
1.000000000000000222e+00,2.647828085393535980e-01,1.000000000000000222e+00,1.000000000000000222e+00,3.273026846301312909e-01,2.760858711592778514e-01,4.400778668191114851e-01,3.688429105159317656e-01,1.731167783903242996e-01,3.258752679561410237e-01,6.823230454059213690e-01,1.000000000000000222e+00,1.000000000000000222e+00,5.405899027195888440e-01,8.616404368553290949e-01,1.000000000000000222e+00,8.427009716003844852e-01,1.000000000000000222e+00,5.298129428260175411e-01,4.026936331284146076e-01,3.399554722426074704e-01,2.830883548674437700e-01,5.923488777590923959e-02,1.000000000000000222e+00,2.661759505825609384e-01,4.665093675316007160e-01,8.451542547285166573e-02,1.377369391590564374e-01,3.333593780521552641e-01,3.244428422615251439e-01,3.527378107513292615e-01,7.066652533375734901e-02
1.000000000000000222e+00,2.647828085393535980e-01,1.000000000000000222e+00,1.000000000000000222e+00,3.273026846301312909e-01,2.760858711592778514e-01,4.400778668191114851e-01,3.688429105159317656e-01,1.731167783903242996e-01,3.258752679561410237e-01,6.823230454059213690e-01,1.000000000000000222e+00,1.000000000000000222e+00,5.405899027195888440e-01,8.616404368553290949e-01,1.000000000000000222e+00,8.427009716003844852e-01,1.000000000000000222e+00,5.298129428260175411e-01,4.026936331284146076e-01,3.399554722426074704e-01,2.830883548674437700e-01,5.923488777590923959e-02,1.000000000000000222e+00,2.661759505825609384e-01,4.665093675316007160e-01,8.451542547285166573e-02,1.377369391590564374e-01,3.333593780521552641e-01,3.244428422615251439e-01,3.527378107513292615e-01,7.066652533375734901e-02
5.405899027195888440e-01,1.899343264807211162e-01,5.405899027195888440e-01,5.405899027195888440e-01,2.955644248554233355e-01,2.733844146273368692e-01,3.791557566203802576e-01,3.823490765805976910e-01,2.105666603755965427e-01,2.202060992539127404e-01,4.894447973656369522e-01,5.405899027195888440e-01,5.405899027195888440e-01,1.000000000000000222e+00,5.988781542071395236e-01,5.405899027195888440e-01,5.857143894760561409e-01,5.405899027195888440e-01,3.222129681246327926e-01,4.353842239173748019e-01,3.990727972804110624e-01,3.545759487838298085e-01,1.440980199917303861e-01,5.405899027195888440e-01,2.476603229853653887e-01,4.054232446648717292e-01,6.424901104875967162e-02,2.998916746427657820e-01,3.509885229558046271e-01,2.119302171479382491e-01,2.542486650661090475e-01,5.730241508356084812e-02
8.616404368553290949e-01,2.181191099943051992e-01,8.616404368553290949e-01,8.616404368553290949e-01,2.691982632518725160e-01,2.300443302846511551e-01,4.125241720463920236e-01,3.210003368684969938e-01,1.552527600922558315e-01,2.607310719390713016e-01,5.814564991516647519e-01,8.616404368553290949e-01,8.616404368553290949e-01,5.988781542071396347e-01,1.000000000000000000e+00,8.616404368553290949e-01,9.335638713962128854e-01,8.616404368553290949e-01,4.891159880445184460e-01,3.469771179676267581e-01,3.474160107520576912e-01,2.725436829219607393e-01,4.374786392598071366e-02,8.616404368553290949e-01,2.129659650303159513e-01,3.969700018800499386e-01,6.241877839323593108e-02,1.552304268679560451e-01,2.746693486287876129e-01,2.396169191492615314e-01,2.894601536677788300e-01,5.219068779396587171e-02
