<@U0J8PMAQJ> あの・・。先生が「帰ってこない・・・」と嘆き悲しんでいます。,1486021723.000009,2017-02-02 16:48:43.000009
お願いしまーす,1491967913.057187,2017-04-12 12:31:53.057187
ソース買ってきてー,1493022918.21465,2017-04-24 17:35:18.214650
<@U0JAEV08K> なんでしょう．髪結んでないときは，自分の殻に閉じこもっている時です．表のソートしてるんで許してください,1494381757.674574,2017-05-10 11:02:37.674574
<@U0JACJLRJ> すみませんが、5限は空いてないです…。,1496101345.410469,2017-05-30 08:42:25.410469
今、気づきました。すみません。,1496233477.954538,2017-05-31 21:24:37.954538
<@U0JACJLRJ> 3年生全員受け取りました．ありがとうございます,1496801642.388021,2017-06-07 11:14:02.388021
<@U0JACJLRJ> ありがとうございます。,1497598796.950781,2017-06-16 16:39:56.950781
