0, saito/.txt	-- ::. ,1.0,0.0,0.0,0.0,0.0,0.0
1,研究動機,1.0,0.272165526976,0.0,0.381000381001,0.0,0.0710669054519
2,(),nan,nan,nan,nan,nan,nan
3,上においては，改善点，良い点が投稿されることがある,1.0,0.0,0.0,0.103695169473,0.0936585811582,0.145064713296
4,しかし，駅のレビューにおいては．駅ごとにしかなく，駅の特,1.0,0.0,0.0422577127364,0.0,0.0,0.0
5,定の場所のプレビューは存在しない,1.0,0.0,0.141421356237,0.0,0.0,0.269679944985
6,.,nan,nan,nan,nan,nan,nan
7,特定の場所の投稿等を把握することによって,1.0,0.0,0.0597614304667,0.0678844233302,0.0613139339485,0.11396057646
8,，,nan,nan,nan,nan,nan,nan
9,様々,1.0,0.0,0.0,0.0,0.0,0.0
10,･･･クラスタリング,1.0,0.0,0.316227766017,0.179605302027,0.0,0.100503781526
11,このようなクラスタリングを行うことで，,1.0,0.0,0.141421356237,0.240965798671,0.072547625011,0.134839972493
12,類似,1.0,0.0,0.0,0.0,0.0,0.0
13,した言い回し,1.0,0.136082763488,0.111803398875,0.0,0.0,0.426401432711
14,研究動機,1.0,0.272165526976,0.0,0.381000381001,0.0,0.0710669054519
15,(),nan,nan,nan,nan,nan,nan
16,･･･係り受け,1.0,0.0,0.0,0.0,0.0,0.0
17,係り受けによる構文解析を行うことによって，どの部分におい,1.0,0.0,0.0,0.0678844233302,0.0,0.0379868588199
18,て，どういった,1.0,0.0,0.0,0.0,0.0,0.0
19,に提示しているサービスは無い．,1.0,0.0860662965824,0.0707106781187,0.0,0.0,0.269679944985
20,分類分け，係り受け解析を行う．,1.0,0.0,0.0,0.0803219328902,0.0,0.0898933149951
21,取得,1.0,0.0,0.0,0.0,0.162221421131,0.0
22,した投稿を基に，どの箇所に改善の声，また良い点の投稿が集中して,1.0,0.0,0.0766964988847,0.0,0.0786889475365,0.316884717122
23,ターミナル,1.0,0.0,0.0,0.0,0.0,0.0
24,駅において，どういう部分を改善してほしいというツイート、,1.0,0.0,0.0597614304667,0.0678844233302,0.0613139339485,0.227921152919
25,また良いと思ったところのツイートがどれだけあったかを,1.0,0.0,0.0527046276695,0.0,0.0540738070436,0.0335012605086
26,吹き出,1.0,0.0,0.0,0.0,0.0,0.0
27,しの,1.0,0.0,0.0,0.0,0.0,0.0
28,一例,1.0,0.0,0.0,0.127000127,0.0,0.0710669054519
29,案内がわかりやすい,1.0,0.111111111111,0.182574185835,0.0,0.0,0.0
30,実験,1.0,0.19245008973,0.0,0.0,0.0,0.100503781526
31,.,nan,nan,nan,nan,nan,nan
32,東京駅,1.0,0.0,0.0,0.0,0.162221421131,0.0
33,着いたけどどこ行けばいいかわからないから。詰みそう,1.0,0.0,0.0,0.21661214443,0.342381191631,0.0909090909091
34,。,nan,nan,nan,nan,nan,nan
35,.,nan,nan,nan,nan,nan,nan
36,初めて,1.0,0.0,0.0,0.0,0.0,0.0
37,東京駅で迷子にならなかったこの青天の霹靂をどう噛み,1.0,0.0,0.0,0.0635000635001,0.0573539334676,0.0
38,締めていいかわからない,1.0,0.0,0.0,0.240965798671,0.362738125055,0.0898933149951
39,ついに迷子民脱出？それともまぐれ？,1.0,0.0,0.0,0.0,0.0,0.0
40,実験,1.0,0.19245008973,0.0,0.0,0.0,0.100503781526
41,(),nan,nan,nan,nan,nan,nan
42,例文を通して係り受け解析を行った．,1.0,0.0,0.0790569415042,0.0,0.0,0.0
43,「東京駅着いたけどどこ行けばいいかわからないから詰みそう。」,1.0,0.0,0.0,0.207390338946,0.374634324633,0.0870388279778
44,東京駅着いたけど,1.0,0.0,0.0,0.0,0.229415733871,0.0
45,-----,nan,nan,nan,nan,nan,nan
46,D,1.0,0.0,0.0,0.0,0.0,0.0
47,どこ,1.0,0.0,0.0,0.0,0.162221421131,0.0
48,-,nan,nan,nan,nan,nan,nan
49,D |,1.0,0.0,0.0,0.0,0.0,0.0
50,行けばいいか,1.0,0.0,0.0,0.0,0.0,0.0
51,-,nan,nan,nan,nan,nan,nan
52,D,1.0,0.0,0.0,0.0,0.0,0.0
53,わからないから,1.0,0.0,0.0,0.321287731561,0.362738125055,0.0898933149951
54,-,nan,nan,nan,nan,nan,nan
55,D,1.0,0.0,0.0,0.0,0.0,0.0
56,詰みそう,1.0,0.0,0.0,0.0,0.0,0.0710669054519
