0," umetani/.txt	-- ::. 
"
0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,経路検索をした結果歩いて行ける，電車を使う必要
1.0,0.0419960525565808,0.06633581268066593,0.09829463743659808,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0
2,がない経路が検索されてしまうため無駄が生じる．
1.0,0.0,0.03316790634033297,0.24573659359149524,0.0,0.0,0.10050378152592121,0.0,0.14213381090374028,0.0,0.0
3,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,既存の経路検索サービスは目的地まで鉄道を利用し
1.0,0.1679842102263232,0.03316790634033297,0.04914731871829904,0.0,0.0,0.0,0.0,0.0,0.10050378152592121,0.0
5,た経路しか検索されない．
1.0,0.0,0.0,0.1978141420187361,0.0,0.0,0.13483997249264842,0.0,0.0,0.0,0.0
6,端末に搭載されている加速度センサとジャイロセ
1.0,0.0,0.03316790634033297,0.14744195615489714,0.0,0.0,0.10050378152592121,0.0,0.0,0.0,0.0
7,ンサを使用し，データを集計してカロリー計算
0.9999999999999999,0.07968190728895957,0.12586335510551053,0.13987572123604705,0.0,0.05129891760425771,0.0,0.0,0.0,0.19069251784911848,0.0
8,鉄道による移動所要時間の可視化［
1.0,0.0563436169819011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,映像情報メディア学会技術報
1.0000000000000002,0.10286889997472795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,告］
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,鉄道による移動所要時間をわかりやすく可視化するウェアアプリケーションの作成．
1.0,0.15194743527951726,0.09000450033752813,0.0,0.0,0.0,0.0,0.0,0.0642824346533225,0.0,0.0
14,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,歩道
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ネットワークを用いた鉄道駅周辺の徒歩移動距離および迂回率の分
1.0,0.0,0.0,0.044455422447438706,0.0,0.1956463952178074,0.0,0.0,0.0,0.0,0.0
17,析（
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IS
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,上で歩道ネットワークを作成し，駅から周辺施設までの徒歩移動距離と迂回率を算出
0.9999999999999999,0.032530002431617765,0.025691749776935394,0.0761386987626881,0.0,0.1675415633166782,0.0778498944161523,0.0,0.0,0.0778498944161523,0.0
20,する．
1.0,0.2519763153394848,0.29851115706299675,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,0.0,0.0
21,乗換環境の総合的評価手法を構築することを目標としている．
1.0000000000000002,0.181848241863327,0.14362124740535653,0.042562826537937436,0.0,0.0,0.0,0.0,0.12309149097933274,0.08703882797784893,0.0
22,利用者にどのように歩く動機付けをさせるか．
0.9999999999999998,0.047619047619047616,0.18804435361115038,0.11145564251507055,0.0,0.06131393394849658,0.11396057645963795,0.0,0.0,0.0,0.0
23,食べた分のカロリーを消費するには何
1.0000000000000002,0.10286889997472795,0.3249777854809551,0.060192926542884606,0.0,0.2649064714130088,0.0,0.0,0.08703882797784893,0.0,0.0
24,km
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,歩くかを提示．
0.9999999999999999,0.0,0.07035975447302918,0.0,0.0,0.11470786693528089,0.0,0.0,0.0,0.0,0.0
26,ば，歩行を
1.0,0.1259881576697424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,推薦
1.0,0.1259881576697424,0.09950371902099892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,する．その道を歩くことで消費され
0.9999999999999998,0.09523809523809523,0.18804435361115038,0.16718346377260584,0.0,0.12262786789699316,0.11396057645963795,0.0,0.16116459280507603,0.0,0.0
29,るカロリーを計算して表示する．
1.0,0.1690308509457033,0.26699649569399087,0.1978141420187361,0.0,0.07254762501100118,0.0,0.0,0.09534625892455922,0.13483997249264842,0.0
30,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,Web
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,ブラウザで路線検索を行い，歩行経路を
0.9999999999999998,0.047619047619047616,0.15043548288892028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Google map
0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,を使い推薦．
0.9999999999999999,0.08908708063747478,0.07035975447302918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,既存の鉄道乗り換えサービスに機能拡張をする形で歩行推薦を
1.0,0.3359684204526464,0.16583953170166488,0.0,0.0,0.0,0.0,0.0,0.07106690545187014,0.0,0.0
36,行う．
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,地図を使って摂取カロリーを消費させるにはどのぐらいの距離
1.0,0.0,0.13267162536133187,0.19658927487319616,0.0,0.2703690352179376,0.10050378152592121,0.0,0.0,0.0,0.0
38,歩行推薦の例（
1.0000000000000002,0.2182178902359924,0.11489699792428523,0.0,0.14433756729740646,0.0,0.0,0.0,0.0,0.0,0.0
39,）
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,乗り換えのない路線を利用している場合
0.9999999999999998,0.09523809523809523,0.18804435361115038,0.055727821257535275,0.0,0.0,0.0,0.0,0.16116459280507603,0.11396057645963795,0.0
42,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,<
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,例
1.0,0.1259881576697424,0.09950371902099892,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
45,:
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,小田急線
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,急行
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,小田原
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,→
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,本厚木
1.0,0.0,0.09950371902099892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,→
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,厚木
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,>
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,目的地から
1.0000000000000002,0.0,0.0,0.0,0.0,0.09365858115816941,0.0,0.0,0.0,0.0,0.0
56,km
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,以内の駅から徒歩の道を推薦
1.0000000000000002,0.051434449987363975,0.040622223185119384,0.0,0.0,0.0662266178532522,0.0,0.0,0.0,0.0,0.0
58,.
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,本厚木で各停に乗り換えて厚木に向かうことが出来るが，残
1.0,0.0419960525565808,0.19900743804199783,0.0,0.0,0.0,0.0,0.0,0.07106690545187014,0.0,0.0
60,り距離が
0.9999999999999999,0.17817416127494956,0.0,0.10425720702853737,0.0,0.34412360080584264,0.0,0.0,0.0,0.0,0.0
61,km
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,を切っているため，本厚木から歩行を推薦．
0.9999999999999998,0.09523809523809523,0.07521774144446014,0.11145564251507055,0.0,0.06131393394849658,0.0,0.0,0.0,0.0,0.0
63,小田原駅
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
